"OTU","Bin"
"OTU1014",40
"OTU1476",40
"OTU2481",40
"OTU1364",40
"OTU1202",40
"OTU1182",40
"OTU1375",40
"OTU632",40
"OTU628",40
"OTU1459",40
"OTU784",40
"OTU1077",40
"OTU1114",40
"OTU3074",40
"OTU927",40
"OTU2430",40
"OTU3161",40
"OTU3077",40
"OTU1039",40
"OTU693",40
"OTU1869",40
"OTU1218",40
"OTU1401",40
"OTU3245",40
"OTU2794",40
"OTU3276",40
"OTU2720",40
"OTU2936",40
"OTU635",40
"OTU3064",40
"OTU2307",40
"OTU868",40
"OTU1580",40
"OTU2923",40
"OTU2299",40
"OTU783",40
"OTU1374",40
"OTU666",40
"OTU1661",40
"OTU2827",40
"OTU650",40
"OTU664",40
"OTU729",40
"OTU883",40
"OTU1087",40
"OTU1917",40
"OTU1157",40
"OTU647",40
"OTU782",40
"OTU1735",40
"OTU1577",40
"OTU2501",40
"OTU1941",40
"OTU717",40
"OTU2407",40
"OTU3298",40
"OTU1922",40
"OTU679",40
"OTU324",40
"OTU1226",40
"OTU1327",40
"OTU558",40
"OTU3035",40
"OTU531",40
"OTU2238",40
"OTU199",40
"OTU1198",40
"OTU1662",40
"OTU730",40
"OTU1247",40
"OTU617",40
"OTU2491",40
"OTU1376",41
"OTU2021",41
"OTU3119",41
"OTU1628",41
"OTU1214",41
"OTU2283",41
"OTU215",41
"OTU2600",41
"OTU1454",41
"OTU924",41
"OTU3038",41
"OTU1019",41
"OTU1426",41
"OTU1336",41
"OTU904",41
"OTU1225",41
"OTU1416",41
"OTU3155",41
"OTU3300",41
"OTU945",41
"OTU1028",41
"OTU3150",41
"OTU1974",41
"OTU2958",41
"OTU1980",41
"OTU1116",41
"OTU2318",41
"OTU2324",41
"OTU1051",41
"OTU2279",41
"OTU3168",41
"OTU1544",41
"OTU1759",41
"OTU905",41
"OTU625",41
"OTU876",41
"OTU1743",41
"OTU1351",41
"OTU1084",41
"OTU1149",41
"OTU2685",41
"OTU1502",41
"OTU1832",41
"OTU2109",41
"OTU216",42
"OTU73",42
"OTU1125",42
"OTU291",42
"OTU21",42
"OTU165",42
"OTU447",42
"OTU401",42
"OTU408",42
"OTU420",42
"OTU319",42
"OTU2204",42
"OTU13",42
"OTU2131",42
"OTU258",42
"OTU373",42
"OTU264",42
"OTU61",42
"OTU547",42
"OTU554",42
"OTU568",42
"OTU180",42
"OTU428",42
"OTU134",42
"OTU375",42
"OTU334",42
"OTU269",42
"OTU622",42
"OTU532",42
"OTU394",42
"OTU163",42
"OTU295",42
"OTU480",42
"OTU169",42
"OTU399",42
"OTU1187",42
"OTU460",42
"OTU277",42
"OTU348",42
"OTU246",42
"OTU124",42
"OTU298",42
"OTU181",42
"OTU184",42
"OTU445",42
"OTU609",42
"OTU78",42
"OTU2761",43
"OTU128",43
"OTU434",43
"OTU533",43
"OTU80",43
"OTU177",43
"OTU243",43
"OTU2908",43
"OTU2944",43
"OTU2942",43
"OTU2151",43
"OTU384",43
"OTU135",43
"OTU154",43
"OTU746",43
"OTU356",43
"OTU31",43
"OTU3072",43
"OTU2840",43
"OTU2834",43
"OTU331",43
"OTU1148",43
"OTU2916",43
"OTU1498",43
"OTU3030",43
"OTU121",43
"OTU2831",43
"OTU1064",43
"OTU1637",43
"OTU853",43
"OTU1105",43
"OTU789",43
"OTU790",43
"OTU689",43
"OTU830",43
"OTU205",43
"OTU2220",43
"OTU2886",43
"OTU66",43
"OTU2302",43
"OTU2868",43
"OTU2270",43
"OTU286",43
"OTU2917",43
"OTU504",43
"OTU3133",43
"OTU714",43
"OTU2322",43
"OTU235",43
"OTU2977",43
"OTU346",43
"OTU108",43
"OTU422",43
"OTU1299",43
"OTU201",44
"OTU330",44
"OTU2170",44
"OTU51",44
"OTU2136",44
"OTU807",44
"OTU1123",44
"OTU645",44
"OTU1250",44
"OTU517",44
"OTU114",44
"OTU841",44
"OTU1203",44
"OTU2429",44
"OTU40",44
"OTU271",44
"OTU2223",44
"OTU390",44
"OTU489",44
"OTU279",44
"OTU598",44
"OTU2696",44
"OTU244",44
"OTU349",44
"OTU148",44
"OTU804",44
"OTU233",44
"OTU534",44
"OTU548",44
"OTU11",44
"OTU317",44
"OTU2120",44
"OTU111",44
"OTU119",44
"OTU191",44
"OTU2171",44
"OTU2227",44
"OTU146",44
"OTU203",44
"OTU505",44
"OTU559",44
"OTU333",44
"OTU358",44
"OTU170",44
"OTU2781",44
"OTU2225",44
"OTU1040",44
"OTU292",44
"OTU339",44
"OTU393",44
"OTU498",44
"OTU98",44
"OTU514",44
"OTU552",44
"OTU2502",44
"OTU2657",44
"OTU809",44
"OTU452",44
"OTU2235",44
"OTU848",44
"OTU1274",44
"OTU2582",44
"OTU1912",44
"OTU2252",44
"OTU2609",44
"OTU2595",44
"OTU2962",44
"OTU2856",44
"OTU2208",44
"OTU164",44
"OTU43",44
"OTU42",44
"OTU2157",44
"OTU2425",44
"OTU739",44
"OTU478",44
"OTU580",44
"OTU378",44
"OTU550",44
"OTU262",44
"OTU306",44
"OTU415",44
"OTU556",44
"OTU2254",44
"OTU483",44
"OTU245",44
"OTU466",44
"OTU610",44
"OTU540",44
"OTU194",44
"OTU36",44
"OTU571",45
"OTU623",45
"OTU1223",45
"OTU582",45
"OTU774",45
"OTU309",45
"OTU351",45
"OTU1285",45
"OTU446",45
"OTU403",45
"OTU496",45
"OTU312",45
"OTU575",45
"OTU322",45
"OTU1785",45
"OTU518",45
"OTU955",45
"OTU2147",45
"OTU1437",45
"OTU304",45
"OTU2636",45
"OTU1245",45
"OTU261",45
"OTU1177",45
"OTU152",45
"OTU2387",45
"OTU2478",45
"OTU1088",45
"OTU1350",45
"OTU589",45
"OTU207",45
"OTU464",45
"OTU798",46
"OTU1399",46
"OTU2334",46
"OTU2832",46
"OTU2866",46
"OTU2153",46
"OTU2142",46
"OTU251",46
"OTU1162",46
"OTU409",46
"OTU370",46
"OTU132",46
"OTU2201",46
"OTU2196",46
"OTU2497",46
"OTU2237",46
"OTU1292",46
"OTU2875",46
"OTU895",46
"OTU654",46
"OTU222",46
"OTU218",46
"OTU2905",46
"OTU1753",46
"OTU553",46
"OTU584",46
"OTU2228",46
"OTU253",46
"OTU507",46
"OTU2192",46
"OTU315",46
"OTU721",46
"OTU2654",46
"OTU880",46
"OTU350",46
"OTU948",46
"OTU257",46
"OTU242",46
"OTU587",46
"OTU272",46
"OTU825",46
"OTU224",46
"OTU320",46
"OTU2850",46
"OTU2910",46
"OTU549",46
"OTU2030",46
"OTU2764",46
"OTU311",46
"OTU327",46
"OTU2971",46
"OTU54",46
"OTU71",47
"OTU2134",47
"OTU30",47
"OTU467",47
"OTU29",47
"OTU2567",47
"OTU2897",47
"OTU1083",47
"OTU50",47
"OTU2148",47
"OTU362",47
"OTU544",47
"OTU109",47
"OTU2243",47
"OTU740",47
"OTU969",47
"OTU84",47
"OTU59",47
"OTU612",47
"OTU1271",47
"OTU2008",47
"OTU88",47
"OTU2707",47
"OTU1792",47
"OTU2749",47
"OTU1461",47
"OTU431",47
"OTU190",47
"OTU2763",47
"OTU573",48
"OTU2236",48
"OTU468",48
"OTU156",48
"OTU2292",48
"OTU136",48
"OTU451",48
"OTU105",48
"OTU211",48
"OTU198",48
"OTU526",48
"OTU425",48
"OTU167",48
"OTU85",48
"OTU471",48
"OTU2727",48
"OTU241",48
"OTU626",48
"OTU2446",48
"OTU26",48
"OTU16",48
"OTU604",48
"OTU3001",48
"OTU265",48
"OTU535",48
"OTU512",48
"OTU2205",48
"OTU383",48
"OTU142",48
"OTU398",48
"OTU1001",48
"OTU2714",48
"OTU259",48
"OTU2484",48
"OTU440",48
"OTU457",48
"OTU497",48
"OTU1082",48
"OTU2159",48
"OTU192",48
"OTU1164",48
"OTU2701",48
"OTU2182",49
"OTU2735",49
"OTU106",49
"OTU374",49
"OTU2655",49
"OTU283",49
"OTU34",49
"OTU613",49
"OTU2152",49
"OTU2214",49
"OTU266",49
"OTU193",49
"OTU2175",49
"OTU634",49
"OTU719",49
"OTU1035",49
"OTU178",49
"OTU2172",49
"OTU2219",49
"OTU90",49
"OTU414",49
"OTU418",49
"OTU2469",49
"OTU516",49
"OTU472",49
"OTU1090",49
"OTU1272",49
"OTU718",49
"OTU1141",50
"OTU1879",50
"OTU3127",50
"OTU3105",50
"OTU1407",50
"OTU3221",50
"OTU1436",50
"OTU1111",50
"OTU818",50
"OTU1874",50
"OTU2792",50
"OTU1404",50
"OTU2527",50
"OTU903",50
"OTU3314",50
"OTU1856",50
"OTU2146",50
"OTU1817",50
"OTU2816",50
"OTU2439",50
"OTU3134",50
"OTU3256",50
"OTU3258",50
"OTU435",50
"OTU1110",50
"OTU759",50
"OTU3264",50
"OTU3289",50
"OTU684",50
"OTU2651",50
"OTU1284",50
"OTU1096",50
"OTU2348",50
"OTU3325",50
"OTU1277",50
"OTU951",50
"OTU983",50
"OTU1352",50
"OTU822",50
"OTU3129",50
"OTU843",50
"OTU3226",50
"OTU3261",51
"OTU2265",51
"OTU3223",51
"OTU1363",51
"OTU828",51
"OTU1481",51
"OTU1898",51
"OTU3139",51
"OTU3205",51
"OTU1736",51
"OTU3052",51
"OTU707",51
"OTU1850",51
"OTU3320",51
"OTU3044",51
"OTU3237",51
"OTU2893",51
"OTU2826",51
"OTU1009",51
"OTU1434",51
"OTU2549",51
"OTU1324",51
"OTU919",51
"OTU1409",51
"OTU2662",51
"OTU3121",51
"OTU1263",51
"OTU2479",51
"OTU1547",51
"OTU3120",51
"OTU700",51
"OTU3068",51
"OTU3125",51
"OTU3225",51
"OTU1516",51
"OTU1519",51
"OTU1728",51
"OTU1397",51
"OTU2009",51
"OTU2841",51
"OTU1464",51
"OTU1180",51
"OTU1357",51
"OTU881",51
"OTU1450",51
"OTU1215",51
"OTU794",51
"OTU1058",51
"OTU2391",51
"OTU991",52
"OTU2291",52
"OTU1940",52
"OTU855",52
"OTU254",52
"OTU701",52
"OTU368",52
"OTU1163",52
"OTU1259",52
"OTU396",52
"OTU1314",52
"OTU2687",52
"OTU200",52
"OTU1132",52
"OTU369",52
"OTU168",52
"OTU426",52
"OTU297",52
"OTU802",52
"OTU515",52
"OTU2418",52
"OTU77",52
"OTU419",52
"OTU1465",52
"OTU1004",52
"OTU3172",52
"OTU1089",52
"OTU2451",52
"OTU738",52
"OTU1366",52
"OTU921",52
"OTU675",52
"OTU990",52
"OTU1641",52
"OTU1857",52
"OTU2694",52
"OTU1468",52
"OTU2731",52
"OTU252",53
"OTU614",53
"OTU247",53
"OTU479",53
"OTU849",53
"OTU228",53
"OTU64",53
"OTU502",53
"OTU2361",53
"OTU437",53
"OTU820",53
"OTU2275",53
"OTU249",53
"OTU412",53
"OTU24",53
"OTU413",53
"OTU411",53
"OTU1109",53
"OTU1113",53
"OTU352",53
"OTU469",53
"OTU1276",53
"OTU954",53
"OTU1340",53
"OTU1333",53
"OTU3079",53
"OTU2545",53
"OTU1015",53
"OTU943",53
"OTU2528",53
"OTU1231",53
"OTU2699",53
"OTU642",53
"OTU615",53
"OTU2854",53
"OTU907",53
"OTU1321",54
"OTU92",54
"OTU2577",54
"OTU2719",54
"OTU539",54
"OTU67",54
"OTU778",54
"OTU551",54
"OTU213",54
"OTU569",54
"OTU2203",54
"OTU2215",54
"OTU2232",54
"OTU839",54
"OTU1346",54
"OTU2393",54
"OTU2961",54
"OTU2179",54
"OTU2750",54
"OTU318",54
"OTU209",54
"OTU565",54
"OTU2432",54
"OTU2912",54
"OTU3011",54
"OTU511",54
"OTU1100",54
"OTU2229",54
"OTU299",54
"OTU91",54
"OTU2534",54
"OTU2683",54
"OTU1",54
"OTU337",54
"OTU1287",54
"OTU963",54
"OTU151",54
"OTU227",54
"OTU293",54
"OTU2903",54
"OTU1806",54
"OTU33",54
"OTU1022",54
"OTU1191",54
"OTU2988",54
"OTU2234",54
"OTU2734",54
"OTU2217",54
"OTU340",54
"OTU1290",55
"OTU129",55
"OTU2185",55
"OTU527",55
"OTU1768",55
"OTU3088",55
"OTU1680",55
"OTU3123",55
"OTU1697",55
"OTU1470",55
"OTU2242",55
"OTU1199",55
"OTU953",55
"OTU1881",55
"OTU913",55
"OTU957",55
"OTU1224",55
"OTU2803",55
"OTU1815",55
"OTU1933",55
"OTU779",55
"OTU1788",55
"OTU1927",55
"OTU2189",55
"OTU1623",55
"OTU3302",55
"OTU55",56
"OTU294",56
"OTU382",56
"OTU599",56
"OTU342",56
"OTU189",56
"OTU381",56
"OTU2925",56
"OTU405",56
"OTU219",56
"OTU443",56
"OTU15",56
"OTU321",56
"OTU503",56
"OTU123",56
"OTU354",56
"OTU594",56
"OTU187",56
"OTU485",56
"OTU310",56
"OTU172",56
"OTU2963",56
"OTU2218",56
"OTU204",56
"OTU329",56
"OTU89",56
"OTU476",56
"OTU37",56
"OTU400",56
"OTU1042",56
"OTU482",56
"OTU160",56
"OTU2216",56
"OTU3100",56
"OTU19",56
"OTU270",56
"OTU1559",56
"OTU38",56
"OTU87",56
"OTU1384",56
"OTU1838",56
"OTU1322",56
"OTU2580",56
"OTU2933",56
"OTU2721",56
"OTU2193",56
"OTU2333",56
"OTU473",56
"OTU2169",57
"OTU2520",57
"OTU2542",57
"OTU268",57
"OTU578",57
"OTU2162",57
"OTU344",57
"OTU267",57
"OTU345",57
"OTU139",57
"OTU432",57
"OTU815",57
"OTU2231",57
"OTU501",57
"OTU281",57
"OTU2177",57
"OTU2241",57
"OTU2173",57
"OTU285",57
"OTU2247",57
"OTU313",57
"OTU567",57
"OTU2187",57
"OTU237",57
"OTU521",57
"OTU70",57
"OTU525",57
"OTU2244",57
"OTU2181",57
"OTU364",57
"OTU607",57
"OTU76",57
"OTU999",57
"OTU1992",58
"OTU158",58
"OTU107",58
"OTU284",58
"OTU2210",58
"OTU81",58
"OTU2132",58
"OTU1091",58
"OTU2198",58
"OTU572",58
"OTU2499",58
"OTU10",58
"OTU2202",58
"OTU1501",58
"OTU2230",58
"OTU585",58
"OTU2904",58
"OTU2154",58
"OTU1663",58
"OTU2163",58
"OTU39",58
"OTU6",58
"OTU2510",58
"OTU2338",58
"OTU705",58
"OTU491",58
"OTU2155",58
"OTU2209",58
"OTU488",58
"OTU2139",58
"OTU2246",58
"OTU2206",58
"OTU450",58
"OTU3096",59
"OTU2105",59
"OTU3069",59
"OTU1621",59
"OTU3285",59
"OTU3290",59
"OTU1613",59
"OTU3185",59
"OTU1821",59
"OTU2537",59
"OTU1782",59
"OTU911",59
"OTU909",59
"OTU2608",59
"OTU2753",59
"OTU3089",59
"OTU2575",59
"OTU1901",59
"OTU2512",59
"OTU1300",59
"OTU3246",59
"OTU753",59
"OTU3250",59
"OTU3297",59
"OTU929",59
"OTU2688",59
"OTU1138",59
"OTU2463",59
"OTU2355",59
"OTU2480",59
"OTU781",59
"OTU761",59
"OTU2325",59
"OTU3272",59
"OTU3306",59
"OTU3181",59
"OTU3032",59
"OTU662",59
"OTU3112",59
"OTU3174",59
"OTU1531",59
"OTU854",59
"OTU882",59
"OTU1488",59
"OTU1797",59
"OTU1858",59
"OTU1947",59
"OTU1605",59
"OTU1923",59
"OTU1599",59
"OTU1638",59
"OTU1809",60
"OTU2723",60
"OTU1796",60
"OTU2012",60
"OTU2002",60
"OTU2796",60
"OTU3279",60
"OTU1706",60
"OTU2946",60
"OTU1249",60
"OTU2518",60
"OTU961",60
"OTU785",60
"OTU819",60
"OTU861",60
"OTU2682",60
"OTU2652",60
"OTU2728",60
"OTU2715",60
"OTU1044",60
"OTU2464",60
"OTU2711",60
"OTU1973",60
"OTU2045",60
"OTU2900",60
"OTU563",60
"OTU477",60
"OTU487",60
"OTU2178",60
"OTU69",60
"OTU48",60
"OTU1864",60
"OTU1762",60
"OTU1909",60
"OTU2671",60
"OTU3215",61
"OTU1523",61
"OTU3182",61
"OTU3180",61
"OTU1403",61
"OTU918",61
"OTU1013",61
"OTU1234",61
"OTU1278",61
"OTU1418",61
"OTU938",61
"OTU1369",61
"OTU827",61
"OTU574",61
"OTU1372",61
"OTU2297",61
"OTU1212",61
"OTU3071",61
"OTU973",61
"OTU837",61
"OTU2255",61
"OTU1472",61
"OTU1330",61
"OTU1018",61
"OTU1431",61
"OTU977",61
"OTU1439",61
"OTU2488",61
"OTU629",61
"OTU936",61
"OTU2667",61
"OTU902",61
"OTU1452",61
"OTU2509",61
"OTU754",61
"OTU1257",61
"OTU2637",61
"OTU975",61
"OTU1395",61
"OTU1194",61
"OTU2450",61
"OTU3045",61
"OTU1361",61
"OTU1396",61
"OTU1349",61
"OTU1306",61
"OTU3040",61
"OTU2678",61
"OTU1453",61
"OTU1463",61
"OTU1134",61
"OTU1291",61
"OTU889",61
"OTU770",61
"OTU2466",61
"OTU1181",61
"OTU737",61
"OTU978",61
"OTU1318",61
"OTU1075",61
"OTU2729",61
"OTU2650",61
"OTU1624",61
"OTU2433",61
"OTU2680",61
"OTU1445",61
"OTU2809",61
"OTU1240",62
"OTU1514",62
"OTU1691",62
"OTU1960",62
"OTU1708",62
"OTU2979",62
"OTU1964",62
"OTU2037",62
"OTU812",62
"OTU1615",62
"OTU2940",62
"OTU3239",62
"OTU916",62
"OTU2245",62
"OTU2290",62
"OTU1674",62
"OTU2790",62
"OTU3241",62
"OTU2704",62
"OTU1833",62
"OTU2828",62
"OTU2975",62
"OTU2543",62
"OTU1672",62
"OTU1608",62
"OTU3114",62
"OTU1536",62
"OTU1839",62
"OTU2930",62
"OTU3053",62
"OTU601",62
"OTU2939",62
"OTU542",62
"OTU2107",62
"OTU2844",62
"OTU1575",62
"OTU2894",62
"OTU2945",62
"OTU1524",62
"OTU2470",62
"OTU3312",62
"OTU3216",62
"OTU2588",62
"OTU206",62
"OTU363",62
"OTU3008",62
"OTU2311",62
"OTU95",62
"OTU2607",62
"OTU744",62
"OTU2135",62
"OTU3231",62
"OTU760",62
"OTU2113",62
"OTU3265",62
"OTU1518",62
"OTU2997",62
"OTU2797",62
"OTU2043",62
"OTU1370",62
"OTU668",62
"OTU3316",62
"OTU2019",62
"OTU3321",62
"OTU2766",62
"OTU3173",62
"OTU1726",62
"OTU1884",62
"OTU2860",63
"OTU1816",63
"OTU1854",63
"OTU1891",63
"OTU2747",63
"OTU3327",63
"OTU1720",63
"OTU1196",63
"OTU2896",63
"OTU3201",63
"OTU2934",63
"OTU1976",63
"OTU1814",63
"OTU1072",63
"OTU3144",63
"OTU915",63
"OTU1334",63
"OTU2399",63
"OTU2017",63
"OTU3145",63
"OTU1504",63
"OTU2815",63
"OTU1517",63
"OTU1600",63
"OTU1910",63
"OTU2598",63
"OTU171",63
"OTU1484",63
"OTU2462",63
"OTU1522",63
"OTU1560",63
"OTU1861",63
"OTU1843",63
"OTU2867",63
"OTU1727",63
"OTU1890",63
"OTU1010",63
"OTU2508",63
"OTU1425",63
"OTU608",63
"OTU1261",63
"OTU1160",63
"OTU885",63
"OTU2410",63
"OTU3076",63
"OTU1751",63
"OTU1831",63
"OTU1644",63
"OTU1969",63
"OTU678",63
"OTU795",63
"OTU404",63
"OTU2089",63
"OTU2717",63
"OTU2943",63
"OTU1668",64
"OTU2454",64
"OTU808",64
"OTU1539",64
"OTU2839",64
"OTU2847",64
"OTU2928",64
"OTU1527",64
"OTU1581",64
"OTU1948",64
"OTU1837",64
"OTU1830",64
"OTU1526",64
"OTU2083",64
"OTU2365",64
"OTU3311",64
"OTU1543",64
"OTU1710",64
"OTU1534",64
"OTU1763",64
"OTU231",64
"OTU486",64
"OTU2047",64
"OTU2776",64
"OTU1713",64
"OTU2046",64
"OTU1489",64
"OTU3236",64
"OTU47",64
"OTU1358",64
"OTU3098",64
"OTU3268",64
"OTU2168",64
"OTU2830",64
"OTU2898",64
"OTU3230",64
"OTU733",64
"OTU726",64
"OTU1935",64
"OTU444",64
"OTU1031",64
"OTU564",64
"OTU2519",64
"OTU1102",65
"OTU1653",65
"OTU1005",65
"OTU17",65
"OTU1745",65
"OTU2611",65
"OTU946",65
"OTU1456",65
"OTU441",65
"OTU537",65
"OTU1156",65
"OTU332",65
"OTU455",65
"OTU212",65
"OTU1757",65
"OTU1529",65
"OTU2101",65
"OTU2848",65
"OTU2889",65
"OTU1571",65
"OTU3167",65
"OTU367",65
"OTU2150",65
"OTU343",65
"OTU1135",65
"OTU2074",65
"OTU2907",65
"OTU1986",65
"OTU2036",65
"OTU2097",65
"OTU801",65
"OTU2921",65
"OTU3166",65
"OTU1594",65
"OTU1568",65
"OTU1390",65
"OTU3260",65
"OTU1712",65
"OTU1894",65
"OTU2003",65
"OTU2406",65
"OTU3043",65
"OTU720",65
"OTU1379",66
"OTU2301",66
"OTU877",66
"OTU879",66
"OTU665",66
"OTU223",66
"OTU2758",66
"OTU937",66
"OTU2465",66
"OTU1899",66
"OTU698",66
"OTU3004",66
"OTU2902",66
"OTU677",66
"OTU833",66
"OTU1328",66
"OTU1929",66
"OTU2695",66
"OTU1294",66
"OTU1650",66
"OTU2746",66
"OTU1860",66
"OTU2226",66
"OTU1208",66
"OTU275",66
"OTU386",66
"OTU1008",66
"OTU456",66
"OTU35",66
"OTU202",66
"OTU2371",66
"OTU708",66
"OTU529",66
"OTU656",66
"OTU2349",66
"OTU1256",66
"OTU357",66
"OTU2317",66
"OTU2697",66
"OTU182",66
"OTU195",66
"OTU388",66
"OTU355",66
"OTU290",66
"OTU3278",66
"OTU758",66
"OTU2494",66
"OTU226",66
"OTU210",66
"OTU873",66
"OTU2337",66
"OTU546",66
"OTU256",66
"OTU1237",66
"OTU2395",66
"OTU1805",66
"OTU2644",66
"OTU586",66
"OTU2547",66
"OTU893",66
"OTU475",66
"OTU1146",66
"OTU658",66
"OTU980",66
"OTU1235",66
"OTU1253",66
"OTU1786",66
"OTU687",66
"OTU2213",66
"OTU2300",66
"OTU3095",66
"OTU3128",66
"OTU2993",67
"OTU621",67
"OTU2042",67
"OTU361",67
"OTU3238",67
"OTU611",67
"OTU2419",67
"OTU449",67
"OTU2137",67
"OTU86",67
"OTU1473",67
"OTU2460",67
"OTU2130",67
"OTU296",67
"OTU316",67
"OTU2320",67
"OTU353",67
"OTU1139",67
"OTU2633",67
"OTU541",67
"OTU1612",67
"OTU1645",67
"OTU1925",67
"OTU1775",67
"OTU1482",67
"OTU1716",67
"OTU2872",67
"OTU1719",67
"OTU2049",67
"OTU1611",67
"OTU1896",67
"OTU2078",67
"OTU2974",67
"OTU3102",68
"OTU3194",68
"OTU3195",68
"OTU1029",68
"OTU3186",68
"OTU562",68
"OTU817",68
"OTU2741",68
"OTU3049",68
"OTU2211",68
"OTU2195",68
"OTU2403",68
"OTU2421",68
"OTU696",68
"OTU1493",68
"OTU2811",68
"OTU1999",68
"OTU3217",68
"OTU1601",68
"OTU1967",68
"OTU2604",68
"OTU1957",68
"OTU1311",68
"OTU1000",68
"OTU3176",68
"OTU2044",68
"OTU3187",68
"OTU1496",68
"OTU1679",68
"OTU2885",68
"OTU3169",68
"OTU2738",68
"OTU3262",68
"OTU1993",68
"OTU3130",68
"OTU2054",68
"OTU1690",68
"OTU3175",68
"OTU1467",68
"OTU1606",68
"OTU2800",68
"OTU660",68
"OTU1598",68
"OTU742",68
"OTU3141",69
"OTU2817",69
"OTU3051",69
"OTU3224",69
"OTU3022",69
"OTU3026",69
"OTU1497",69
"OTU1878",69
"OTU3277",69
"OTU3153",69
"OTU3267",69
"OTU1673",69
"OTU2029",69
"OTU1749",69
"OTU510",69
"OTU1798",69
"OTU2855",69
"OTU1551",69
"OTU1897",69
"OTU2777",69
"OTU2784",69
"OTU939",69
"OTU1140",69
"OTU2335",69
"OTU791",69
"OTU2284",69
"OTU1066",69
"OTU1740",69
"OTU914",69
"OTU3301",69
"OTU1302",69
"OTU845",69
"OTU173",69
"OTU2986",69
"OTU2298",69
"OTU2294",69
"OTU1071",69
"OTU307",69
"OTU1584",69
"OTU1458",69
"OTU3135",69
"OTU2539",69
"OTU3191",69
"OTU1715",70
"OTU1779",70
"OTU1978",70
"OTU3227",70
"OTU1951",70
"OTU1619",70
"OTU1826",70
"OTU72",70
"OTU56",70
"OTU2026",70
"OTU100",70
"OTU27",70
"OTU1868",70
"OTU2922",70
"OTU7",70
"OTU974",70
"OTU1337",70
"OTU1724",70
"OTU1564",70
"OTU1872",70
"OTU2909",70
"OTU1222",70
"OTU1802",70
"OTU1717",70
"OTU2884",70
"OTU811",70
"OTU1915",70
"OTU2960",70
"OTU3307",71
"OTU1323",71
"OTU490",71
"OTU1446",71
"OTU1449",71
"OTU2768",71
"OTU2069",71
"OTU1506",71
"OTU2166",71
"OTU2565",71
"OTU2380",71
"OTU1670",71
"OTU2160",71
"OTU2118",71
"OTU255",71
"OTU2145",71
"OTU2339",71
"OTU3203",71
"OTU1537",71
"OTU18",71
"OTU1221",71
"OTU966",71
"OTU1073",71
"OTU448",71
"OTU101",71
"OTU2483",71
"OTU2127",71
"OTU2976",71
"OTU1863",71
"OTU1701",72
"OTU161",72
"OTU1063",72
"OTU1189",72
"OTU981",72
"OTU1115",72
"OTU772",72
"OTU857",72
"OTU3286",72
"OTU2773",72
"OTU3304",72
"OTU872",72
"OTU2665",72
"OTU1507",72
"OTU1732",72
"OTU1937",72
"OTU3309",72
"OTU1804",72
"OTU1866",72
"OTU1565",72
"OTU3202",72
"OTU1893",72
"OTU1926",72
"OTU3329",72
"OTU3296",72
"OTU1928",72
"OTU3067",72
"OTU3111",72
"OTU1734",72
"OTU3057",72
"OTU2891",72
"OTU1579",72
"OTU776",72
"OTU3110",72
"OTU1391",72
"OTU1207",72
"OTU3080",72
"OTU1204",72
"OTU824",72
"OTU3085",72
"OTU1422",72
"OTU1329",72
"OTU1475",72
"OTU1041",72
"OTU2447",72
"OTU1685",72
"OTU1108",72
"OTU813",72
"OTU1360",72
"OTU1142",72
"OTU1252",72
"OTU1118",72
"OTU2862",72
"OTU3061",72
"OTU3117",72
"OTU1823",73
"OTU2810",73
"OTU1634",73
"OTU2851",73
"OTU3293",73
"OTU3308",73
"OTU2067",73
"OTU1548",73
"OTU1771",73
"OTU2404",73
"OTU3140",73
"OTU3274",73
"OTU1982",73
"OTU995",73
"OTU1133",73
"OTU1723",73
"OTU2772",73
"OTU3027",73
"OTU2032",73
"OTU1870",73
"OTU2070",73
"OTU1824",73
"OTU1906",73
"OTU866",73
"OTU2774",73
"OTU1174",73
"OTU2737",73
"OTU702",73
"OTU1107",73
"OTU1515",73
"OTU2015",74
"OTU3149",74
"OTU986",74
"OTU2249",74
"OTU1023",74
"OTU2428",74
"OTU887",74
"OTU2869",74
"OTU3106",74
"OTU325",74
"OTU1362",74
"OTU1447",74
"OTU3220",74
"OTU1408",74
"OTU1747",74
"OTU1966",74
"OTU1919",74
"OTU1669",74
"OTU2949",74
"OTU1176",74
"OTU2374",74
"OTU2966",74
"OTU1873",74
"OTU1883",74
"OTU1731",74
"OTU1632",74
"OTU1554",75
"OTU2915",75
"OTU1979",75
"OTU1510",75
"OTU1617",75
"OTU2991",75
"OTU2010",75
"OTU823",75
"OTU1807",75
"OTU2180",75
"OTU2342",75
"OTU2440",75
"OTU1913",75
"OTU1983",75
"OTU2883",75
"OTU406",75
"OTU126",75
"OTU2122",75
"OTU2901",75
"OTU3154",75
"OTU1373",75
"OTU506",75
"OTU976",75
"OTU2240",75
"OTU2782",75
"OTU1281",75
"OTU116",76
"OTU846",76
"OTU282",76
"OTU2156",76
"OTU1975",76
"OTU2165",76
"OTU2188",76
"OTU1693",76
"OTU2023",76
"OTU752",76
"OTU2530",76
"OTU2184",76
"OTU2725",76
"OTU174",76
"OTU577",76
"OTU1239",76
"OTU2628",76
"OTU1188",76
"OTU2024",76
"OTU371",76
"OTU45",76
"OTU93",76
"OTU372",76
"OTU524",76
"OTU58",76
"OTU60",76
"OTU217",76
